,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
3038,61.97,UNIVERSITY AV,PERSHING AV,IDAHO ST,Fair,20130619,2111,UNIVERSITY AV,PERSHING AV,0,A,4,A,03,C,A,H
3039,21.28,65TH ST,IMPERIAL AV,AKINS AV,Poor,20130619,1650,65TH ST,AKINS,0,A,3,A,09,A,A,H
3040,51,MISSION GORGE RD,MISSION GORGE PL,TWAIN AV,Fair,20130619,1310,MISSION GORGE RD,MISSION GORGE PL,0,A,4,A,09,A,A,H
3041,32.88,HORNBLEND ST,EVERTS ST,FANUEL ST,Poor,20130617,0159,HORNBLEND ST,EVERTS ST,0,B,3,A,08,C,A,H
3042,40.96,MIRAMAR RD,CLAYTON DR,PADGETT ST,Fair,20130625,0744,MIRAMAR RD,CLAYTON DR,0,A,4,A,08,A,A,H
3043,52.94,MIRAMAR RD,CARROLL RD,EMPIRE ST,Fair,20130626,1445,MIRAMAR RD,CARROLL RD,0,A,4,A,09,A,A,H
3044,86.5,MIRAMAR WY,KEARNY VILLA RD RA,KEARNY VILLA RD,Good,20130626,1615,MIRAMAR WY,KEARNY VILLA RD,0,A,4,A,12,A,A,H
3045,56.57,EL CAJON BL,51ST ST,52ND ST,Fair,20130626,1450,EL CAJON BL,52ND ST,0,A,4,A,12,A,A,H
3046,19.29,LINCOLN AV,32ND ST,BANCROFT ST,Poor,20130626,1447,LINCOLN AV,32ND ST,0,A,3,A,10,A,A,H
3047,39,FELSPAR ST,HAINES ST,INGRAHAM ST,Poor,20130625,1900,FELSPAR ST,INGRAHAM ST,0,A,4,A,11,A,A,H
3048,75.02,NIMITZ BL,SUNSET CLIFFS BL RA,SUNSET CLIFFS BL,Good,20130625,1708,NIMITZ BL,SUNSET CLIFFS BL,0,A,3,A,12,A,A,H
3049,35.27,LAMONT ST,HORNBLEND ST,GARNET AV,Poor,20130622,1510,LAMONT ST,GARNET AV,0,A,4,A,05,A,A,H
3050,87.55,TORREY PINES RD,DUNAWAY DR,LA JOLLA VILLAGE DR,Good,20130625,1205,TORREY PINES RD,DUNAWAY DR,0,A,3,A,03,A,A,H
3051,29.51,ROSECRANS ST,KURTZ ST,HANCOCK ST,Poor,20130619,1110,ROSECRANS ST,KURTZ ST,0,A,3,A,04,A,A,H
3052,25.51,NAUTILUS ST,DRAPER AV,FAY AV,Poor,20130625,1621,NAUTILUS ST,FAY AV,0,A,3,A,03,A,A,H
3053,100,CASS ST,DIAMOND ST,MISSOURI ST,Good,20130618,1730,CASS ST,MISSOURI ST,0,A,3,A,09,A,A,H
3054,50.12,CONVOY ST,OPPORTUNITY RD,ENGINEER RD,Fair,20130619,0815,CONVOY ST,ENGINEER RD,0,A,3,A,17,A,A,H
3055,85.1,RESERVOIR DR,RESERVOIR LN,ALVARADO RD,Good,20130613,0021,RESERVOIR DR,ALVARADO RD,0,A,3,A,08,C,A,H
3056,51,LA JOLLA SHORES DR,CALLE DE LA GARZA,CALLE DEL ORO,Fair,20130617,0645,LA JOLLA SHORES DR,CALLE DEL ORO,0,A,4,A,06,A,A,H
3057,87.85,RUFFIN RD,FARNHAM ST,HAZARD WY,Good,20130710,1500,RUFFIN RD,FARNHAM ST,0,A,4,A,12,A,A,H
3058,45.67,EL CAJON BL,MENLO AV,47TH ST,Fair,20130607,1225,EL CAJON BL,MENLO AV,S,A,4,A,04,A,A,H
3059,84.79,54TH ST,LEA ST,UNIVERSITY AV,Good,20130702,1533,54TH ST,LEA ST,0,A,4,A,16,A,A,H
3060,83.12,CARROLL WY,CARROLL RD,TRADE ST,Good,20130627,0857,CARROLL WY,TRADE ST,0,A,4,D,00,A,A,H
3061,84.57,KURTZ ST,HOUSTON ST,HANCOCK ST,Good,20130702,1230,KURTZ ST,HANCOCK ST,0,B,4,A,07,A,A,H
3062,48.45,LEBON DR,UNIVERSITY CENTER LN,LA JOLLA VILLAGE DR,Fair,20130702,1315,LEBON DR,UNIVERSITY CENTER LN,0,A,3,A,17,A,A,H
3063,39,REDWOOD ST,HERMAN AV,32ND ST,Poor,20130703,1247,REDWOOD ST,HERMAN AV,0,A,3,A,09,A,A,H
3064,47.23,CLAIREMONT DR,EDISON ST,FAIRFIELD ST,Fair,20130703,1433,CLAIREMONT DR,FAIRFIELD,0,A,3,A,09,A,A,H
3065,52,GENESEE AV,GENESEE COURT E,MT ALIFAN DR,Fair,20130707,0034,GENESEE AV,GENESEE CT EAST,0,B,3,A,08,C,A,H
3066,63.05,COMSTOCK ST,VALJEAN CT,COMSTOCK CT,Fair,20130707,1540,COMSTOCK ST,2500 COMSTOCK ST,0,A,4,A,09,A,A,H
3067,56.49,SCRIPPS SUMMIT DR,SCRIPPS POWAY PY,WEXFORD ST,Fair,20130704,0130,SUMMIT DR,SCRIPPS POWAY PKWY,0,B,4,A,03,C,A,H
3068,52,GENESEE AV,GENESEE COURT E,MT ALIFAN DR,Fair,20130703,0151,GENESSE AV,MT ALIFAN,0,A,4,A,11,C,A,H
3069,39,FAIRMOUNT AV,UNIVERSITY AV,POLK AV,Poor,20130702,1414,FAIRMOUNT AV,UNIVERSITY AV,0,A,4,A,08,A,A,H
3070,78.91,04TH AV,IVY ST,JUNIPER ST,Good,20130627,1619,04TH AV,JUNIPER ST,0,A,2,A,09,A,A,H
3071,100,TOCAYO AV,HOLLISTER ST,ORO VISTA RD,Good,20130630,0652,TOCAYO AV,ORO VISTA RD,0,A,4,A,03,A,A,H
3072,38.84,ROSECRANS ST,DICKENS ST,EMERSON ST,Poor,20130624,0929,ROSECRANS ST,DICKENS ST,0,A,4,A,09,A,A,H
3073,87.34,ROSECRANS ST,KONA WY,BESSEMER ST,Good,20130708,0735,ROSECRANS ST,KONA WY,0,B,4,A,09,A,A,H
3074,67.28,FRIARS RD,SANTO RD,RIVERDALE ST,Fair,20130707,1035,FRIARS RD,SANTO RD,0,A,4,A,- ,A,A,H
3075,57,UNIVERSITY AV,FAIRMOUNT AV,44TH ST,Fair,20130708,1717,UNIVERSITY AV,FAIRMOUNT AV,0,A,4,A,03,A,A,H
3076,39,LA JOLLA SHORES DR,AVNDA DE LA PLAYA,CALLE CLARA,Poor,20130705,1553,LA JOLLA SHORES DR,AVNIDA DE LA PLAYA,0,A,4,A,09,A,A,H
3077,64.99,EL CAJON BL,IDAHO ST,UTAH ST,Fair,20130706,1940,EL CAJON BL,UTAH ST,0,A,4,A,12,B,A,H
3078,82.41,ORANGE AV,44TH ST,HIGHLAND AV,Good,20130705,1939,ORANGE AV,44TH ST,0,A,4,A,09,B,A,H
3079,39,UNIVERSITY AV,LA VERNE PL,SWIFT AV,Poor,20130705,1210,UNIVERSITY AV,SWIFT AV,0,A,3,A,09,A,A,H
3080,29.77,46TH ST,HOME AV,OLIVE ST,Poor,20130707,1310,46TH ST,HOME AV,0,A,4,A,08,A,-,H
3081,86.5,MIRAMAR WY,KEARNY VILLA RD RA,KEARNY VILLA RD,Good,20130707,1400,MIRAMAR WY,KEARNY VILLA RD,0,A,3,A,09,A,A,H
3082,39,MARLTON DR,HAWTHORN ST,33RD ST,Poor,20130709,0155,MARLTON DR,HAWTHORNE ST,0,A,4,A,08,C,A,H
3083,84.74,GENESEE AV,JOHN JAY HOPKINS DR,NORTH TORREY PINES RD,Good,20130708,1445,GENESEE AV,NORTH TORREY PINES RD,0,A,4,A,21,A,A,H
3084,71.61,E SAN YSIDRO BL,OLIVE AV,WILLOW RD,Good,20130707,1800,EAST SAN YSIDRO BL,OLIVE ST,0,A,4,A,03,A,A,H
3085,47.93,HOLLISTER ST,INDUSTRIAL BL,MANYA ST,Fair,20130705,1410,HOLLISTER ST,MAIN ST,0,A,4,A,08,A,A,H
3086,19.56,EBERS ST,SARATOGA AV,CAPE MAY AV,Poor,20130705,0153,EBERS,SARATOGA,0,A,4,A,08,C,A,H
3087,69,CAM DE LA LUNA,PRIVATE RD,CAM DE LA ROSA,Fair,20130709,0328,CAM DE LA LUNA,CAM DE LA ROSA,0,A,3,A,08,C,A,H
3088,28.79,UNIVERSITY AV,NORMAL ST,HERBERT ST,Poor,20130706,2103,UNIVERSITY AV,NORMAL ST,0,B,4,A,09,C,A,H
3089,41.05,VILLA LA JOLLA DR,HOLIDAY CT,LA JOLLA VILLAGE DR,Fair,20130708,1730,VILLA LA JOLLA DR,LA JOLLA VILLAGE DR,0,A,4,A,03,A,A,H
3090,25.48,MISSION BL,GRAND AV,HORNBLEND ST,Poor,20130707,2100,MISSION BL,HORNBLEND,0,A,4,A,08,C,A,H
3091,46.18,LA JOLLA SHORES DR,PASEO DORADO,CAM DEL REPOSO,Fair,20130707,1245,LA JOLLA SHORES DR,PASEO DORADO,0,A,4,A,03,A,A,H
3092,40.06,W WASHINGTON ST,WASHINGTON PL,IBIS ST,Fair,20130705,2307,WASHINGTON ST,INDIA ST,0,A,4,A,08,C,A,H
3093,35.63,EL CAJON BL,43RD ST,FAIRMOUNT AV,Poor,20130708,1330,EL CAJON BL,FAIRMOUNT AV,0,A,4,A,03,A,A,H
3094,64.99,EL CAJON BL,IDAHO ST,UTAH ST,Fair,20130708,1405,EL CAJON BL,ESTHER ST,0,A,4,A,09,A,A,H
3095,82.3,MEADE AV,CHEROKEE AV,37TH ST,Good,20130709,0730,MEADE AV,37TH ST,0,A,4,A,12,A,A,H
3096,44.45,GRAND AV,FANUEL ST,GRESHAM ST,Fair,20130709,2330,GRAND AV,FANUEL ST,0,A,4,A,10,C,A,H
3097,51,GARNET AV,EVERTS ST,FANUEL ST,Fair,20130708,1427,GARNET AV,EVERTS,0,A,4,A,03,A,A,H
3098,100,NOBEL DR,JUDICIAL DR,MIRAMAR RD,Good,20130709,0020,NOBEL DR,JUDICIAL DR,0,A,4,A,09,C,A,H
3099,80.8,GILMAN DR,VIA ALICANTE,VILLA LA JOLLA DR,Good,20130712,1735,GILMAN DR,VILLA LA JOLLA DR,0,B,4,A,09,A,A,H
3100,56.57,POMERADO RD,PASEO DEL VERANO NOR,BERNARDO TRAILS DR,Fair,20130712,1720,POMERADO RD,BERNARDO HTS,0,A,3,A,03,A,A,H
3101,69,VAN DYKE AV,MYRTLE AV,DWIGHT ST,Fair,20130704,1900,VAN DYKE AV,DWIGHT ST,0,A,3,A,12,A,A,H
3102,58.48,GRAND AV,GRESHAM ST,HAINES ST,Fair,20130707,1730,GRAND AV,HAINES ST,0,A,3,A,03,A,A,H
3103,65.54,SABRE SPRINGS PY,MORNING CREEK S DR,MORNING CREEK N DR,Fair,20130708,1325,SABRE SPRINGS PKWY,MORNING CREEK DR,0,A,4,A,12,A,A,H
3104,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130712,1215,MIRAMAR RD,CAMINO RUIZ,0,A,3,A,- ,A,A,H
3105,38.8,NORTH MISSION BAY DR,DE ANZA RD,MISSION BAY DR,Poor,20130714,0729,NORTH MISSION BAY DR,DE ANZA RD,0,A,3,A,08,A,A,H
3106,50.76,WASHINGTON ST,SR-163 NB ON RA,RICHMOND ST,Fair,20130713,2113,WASHINGTON ST,RICHMOND ST,0,A,3,A,11,C,A,H
3107,45,NARRAGANSETT AV,EBERS ST,SUNSET CLIFFS BL,Fair,20130708,1244,NARRAGANSETT AV,SUNSET CLIFFS BL,0,B,3,A,11,A,A,H
3108,51,MISSION GORGE RD,MISSION GORGE PL,TWAIN AV,Fair,20130708,1155,MISSION GORGE RD,TWAIN AV,0,A,4,A,11,A,A,H
3109,51,MISSION GORGE RD,MISSION GORGE PL,TWAIN AV,Fair,20130711,0940,MISSION GORGE RD,MISSION GORGE RD 6116,0,A,4,A,03,A,A,H
3110,74.18,W LAUREL ST,BEGIN,NORTH HARBOR DR,Good,20130708,0535,LAUREL ST,NORTH HARBOR DR,0,A,4,A,03,A,A,H
3111,57,ORANGE AV,VAN DYKE AV,43RD ST,Fair,20130714,1535,ORANGE AV,43RD ST,0,A,4,A,04,A,A,H
3112,51,GENESEE AV,LA JOLLA VILLAGE DR,EXECUTIVE DR,Fair,20130713,1555,GENESEE AV,LA JOLLA VILLAGE DR,0,A,4,A,09,A,A,H
3113,78.6,G ST,08TH AV,09TH AV,Good,20130715,1931,G ST,09TH AV,0,A,3,A,08,A,A,H
3114,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20130405,2207,EL CAJON BL,ALTADENA AV,0,A,2,A,09,C,A,H
3115,69,MARKET ST,30TH ST,31ST ST,Fair,20130704,1734,MARKET ST,31ST ST,0,A,2,A,08,A,A,H
3116,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130706,1320,MIRAMAR RD,CABOT DR,0,A,3,A,09,A,A,H
3117,73.83,INDIA ST,W LAUREL ST,W MAPLE ST,Good,20130703,1655,INDIA ST,LAUREL ST,0,A,4,A,03,A,A,H
3118,35.15,A ST,10TH AV,11TH AV,Poor,20130715,1738,A ST,10TH AV,0,A,4,A,12,A,A,H
3119,56.73,TONY GWYNN DR,PARK BL,07TH AV,Fair,20130714,1205,TONY GWYNN DR,PARK BL,0,A,3,A,03,A,A,H
3120,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20130715,1630,MIRA MESA BL,VIPER WY,0,A,4,-,- ,A,A,H
3121,39,MARKET ST,36TH ST,GATEWAY CENTER DR,Poor,20130710,1351,MARKET ST,GATEWAY CENTER DR,0,B,4,A,10,A,A,H
3122,37.8,EVERTS ST,LAW ST,BERYL ST,Poor,20130711,2035,EVERTS ST,LAW ST,0,A,4,A,08,C,A,H
3123,100,BALBOA DR,QUINCE DR,06TH AV,Good,20130711,1320,BALBOA DR,06TH AV,0,B,3,D,00,A,A,H
3124,45.45,S 43RD ST,BOSTON AV,ALPHA ST,Fair,20130710,1704,43RD ST,BOSTON AV,0,B,3,A,04,A,A,H
3125,51.44,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Fair,20130509,0850,MIRAMAR RD,BLACK MOUNTAIN RD,0,A,3,A,- ,A,A,H
3126,64.32,MIRAMAR RD,MIRACREST PL,COMMERCE AV,Fair,20130715,1435,MIRAMAR RD,COMMERCE ST,0,A,3,A,03,A,A,H
3127,69,PARK BL,LINCOLN AV,CENTRE ST,Fair,20130716,0953,PARK BL,LINCOLN AV,0,A,4,A,12,A,A,H
3128,60.78,SUNSET CLIFFS BL,FROUDE ST,OSPREY ST,Fair,20130714,1655,SUNSET CLIFFS BL,FROUDE ST,0,A,3,A,17,A,A,H
3129,29.21,BALBOA AV,KEARNY VILLA RD,PONDEROSA AV,Poor,20130716,1825,BALBOA AV,PONDEROSA AV,0,A,4,A,09,A,A,H
3130,100,RUFFIN RD,HAZARD WY,CHESAPEAKE DR,Good,20130716,1520,RUFFIN RD,HAZARD WY,0,A,3,A,12,A,A,H
3131,21.95,CONVOY ST,BALBOA AV,DAGGET ST,Poor,20130715,1650,CONVOY ST,BALBOA AV,0,A,4,A,09,A,A,H
3132,55.8,CLAIREMONT MESA BL,CONVOY ST,MERCURY ST,Fair,20130716,1710,CLAIREMONT MESA BL,MERCURY ST,0,A,4,A,03,A,A,H
3133,54.91,WASHINGTON ST,LINCOLN AV,MORROW WY,Fair,20130716,1625,WASHINGTON ST,LINCOLN AV,0,A,4,A,03,A,A,H
3134,49.57,ALTADENA AV,STERLING CT,STERLING CT,Fair,20130716,1510,ALTADENA AV,STERLING CT,0,A,3,A,09,A,A,H
3135,81.65,W WALNUT AV,01ST AV,FRONT ST,Good,20130716,1015,WEST WALNUT AV,FRONT ST,0,A,4,A,09,A,A,H
3136,81.79,LA JOLLA SCENIC N DR,LA JOLLA PY RAMP,MOONRIDGE DR,Good,20130715,0840,LAJOLLA SCENIC NORTH,MOONRIDGE DR,0,A,4,A,09,A,A,H
3137,86.15,36TH ST,IMPERIAL AV,K ST,Good,20130715,2140,36TH ST,IMPERIAL AV,0,A,4,A,03,C,A,H
3138,56.49,SCRIPPS SUMMIT DR,SCRIPPS POWAY PY,WEXFORD ST,Fair,20130716,1630,SCRIPPS SUMMIT DR,SCRIPPS POWAY PKWY,0,A,4,A,08,A,A,H
3139,58.2,S WOODMAN ST,RAMFOS PL,WATTLE DR,Fair,20130715,0705,SOUTH WOODMAN ST,WATTLE DR,0,A,3,A,09,A,A,H
3140,100,OCEAN VIEW BL,S 38TH ST,S 39TH ST,Good,20130708,0959,OCEAN VIEW BL,S 39TH ST,0,A,4,A,11,A,A,H
3141,54.66,KEARNY VILLA RD,LIGHTWAVE AV,KEARNY VILLA WY,Fair,20130717,1849,KEARNY VILLA RD,KEARNY VILLA WY,0,A,4,A,03,A,A,H
3142,83,54TH ST,STREAMVIEW DR,CHOLLAS PY,Good,20130717,1645,54TH ST,CHOLLAS PKWY,0,A,4,A,08,A,A,H
3143,45.13,KLAUBER AV,HILGER ST,PLOVER ST,Fair,20130714,1942,KLAUBER,HILGER ST,0,A,4,A,08,A,A,H
3144,60.3,UNIVERSITY AV,ARNOLD AV,HAMILTON ST,Fair,20130717,1430,UNIVERSITY AV,ARNOLD AV,0,A,3,A,10,A,A,H
3145,39,FASHION VALLEY RD,HOTEL CIRCLE NORTH,FRIARS RD,Poor,20130717,1842,FASHION VALLEY RD,FRIARS RD,0,A,3,A,09,A,A,H
3146,79.59,CYPRESS WOODS CT,BEGIN,CYPRESS WOODS DR,Good,20130718,0708,CYPRESS WOODS CT,CYPRESS WOODS DR,0,A,3,A,21,A,A,H
3147,51,PARK BL,MADISON AV,SPALDING PL,Fair,20130719,2151,PARK BL,ROBINSON AV,0,A,4,A,09,C,A,H
3148,51.18,NAVAJO RD,BOULDER LAKE AV,BISBY LAKE AV,Fair,20130718,2130,NAVAJO RD,BOULDER LAKE AV,0,A,4,A,12,C,A,H
3149,85.9,VOLTAIRE ST,EBERS ST,SUNSET CLIFFS BL,Good,20130718,0028,VOLTAIRE ST,SUNSET CLIFFS BL,0,A,4,A,08,C,A,H
3150,82.06,W MISSION BAY DR RA,INGRAHAM ST,WEST MISSION BAY DR,Good,20130714,1615,MISSION BAY DR,WEST MISSION BAY DR,0,A,3,A,03,A,A,H
3151,61.97,UNIVERSITY AV,PERSHING AV,IDAHO ST,Fair,20130721,2050,UNIVERSITY AV,IDAHO ST,0,A,4,A,03,B,A,H
3152,33.14,INGRAHAM ST,WEST MISSION BAY DR,INGRAHAM ST RA,Poor,20130719,1600,INGRAHAM,WEST MISSION BAY DR,0,A,4,A,03,A,A,H
3153,34.38,S 32ND ST,NORMAN SCOTT RD,HARBOR DR,Poor,20130716,0620,32ND ST,HARBOR DR,0,A,4,A,17,B,A,H
3154,49.34,MIRAMAR RD,EMPIRE ST,DOWDY DR,Fair,20130710,1443,MIRAMAR RD,DOWDY DR,0,B,2,A,03,A,A,H
3155,51.52,MISSION BL,SAN LUIS OBISPO PL,LIDO CT,Fair,20130720,1512,MISSION BL,SAN LUIS OBISPO,0,B,4,A,03,A,A,H
3156,20.78,JUAN ST,SAN JUAN RD,SAN JUAN RD,Poor,20130713,1850,JUAN ST,SAN JUAN RD,0,A,2,A,03,A,A,H
3157,21.92,MARKET ST,22ND ST,24TH ST,Poor,20130709,1205,MARKET ST,24TH ST,0,A,3,A,05,A,A,H
3158,80.51,CARMEL MTN RD,SUNDEVIL WY,PASEO MONTALBAN,Good,20130717,1730,CARMEL MOUNTAIN RD,PASEO MONTALBAN,0,A,3,A,12,A,A,H
3159,48.58,GENESEE AV,MARLESTA DR,BOYD AV,Fair,20130707,2155,GENESEE AV,BOYD AV,0,A,4,A,12,C,A,H
3160,39,S 28TH ST,MAIN ST,HARBOR DR,Poor,20130717,0647,28TH ST,HARBOR DR,0,A,3,A,10,A,A,H
3161,81.8,AVNDA COSTA ESTE,AVNDA COSTA NORTE,AVNDA COSTA BLANCA,Good,20130712,1215,AVNIDA  COSTA ESTE,AVNIDA DE LA FUENTE,0,A,4,A,09,A,A,H
3162,33.07,CARMEL MTN RD,STONEY PEAK DR,HIGHLAND RANCH RD,Poor,20130720,1238,CARMEL MOUNTAIN RD,STONEY PEAK DR,0,B,3,A,05,A,A,H
3163,31.35,JUAN ST,TWIGGS ST,MASON ST,Poor,20130720,0920,JUAN ST,MASON ST,0,A,4,A,03,A,A,H
3164,58.65,MIRA MESA BL,PACIFIC HEIGHTS BL,HUENNEKENS ST,Fair,20130720,0308,MIRA MESA BL,PACIFIC HEIGHTS BL,0,A,3,A,08,C,A,H
3165,64.51,KETTNER BL,W MAPLE ST,W NUTMEG ST,Fair,20130719,1729,KETTNER BL,MAPLE,0,B,4,A,03,A,A,H
3166,52.49,ROBINSON AV,05TH AV,06TH AV,Fair,20130720,0100,ROBINSON AV,05TH AV,0,A,3,A,11,C,A,H
3167,56.01,CARMEL MTN RD,CONFERENCE WY,RANCHO CARMEL DR,Fair,20130719,2221,CARMEL MOUNTAIN RD,CONFERENCE WY,0,B,4,A,08,C,A,H
3168,64.13,FAIRFIELD ST,HUXLEY ST,FIELD ST,Fair,20130811,1450,FAIRFIELD ST,HUXLEY ST,0,A,3,A,08,A,A,H
3169,51.44,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,Fair,20130725,1810,MIRAMAR RD,BLACK MOUNTAIN RD,0,B,4,A,03,A,A,H
3170,69.41,MISSION GORGE RD,FRIARS RD,ZION AV,Fair,20130722,1125,MISSION GORGE RD,FAIRMONT AV,0,A,4,A,09,A,A,H
3171,51,FAIRMOUNT AV,LANDIS ST,WIGHTMAN ST,Fair,20130726,0000,FAIRMONT AV,LANDIS ST,0,A,4,A,03,C,A,H
3172,58.65,MIRA MESA BL,PACIFIC HEIGHTS BL,HUENNEKENS ST,Fair,20130723,1853,MIRA MESA BL,PACIFIC HEIGHTS,0,B,3,A,12,B,A,H
3173,80.64,OCEAN VIEW BL,S 40TH ST,S BOUNDARY ST,Good,20130722,1750,OCEAN VIEW BL,40TH ST,0,A,4,A,04,A,A,H
3174,64.5,11TH AV,G ST,F ST,Fair,20130702,1355,11TH AV,F ST,0,B,4,A,12,A,A,H
3175,36.12,CLAIREMONT DR,MORENA BL,DENVER ST,Poor,20130725,2130,CLAIRMONT DR,DENVER ST,0,B,3,A,17,C,A,H
3176,40.95,S 28TH ST,28TH ST,VALLEY PL,Fair,20130717,2036,SOUTH 28TH ST,S 28TH ST 900,0,A,4,A,09,C,A,H
3177,69,MISSION GORGE RD,GOEN PL,PRINCESS VIEW DR,Fair,20130723,2310,MISSION GORGE RD,PRINCESS VIEW,0,A,4,A,04,C,A,H
3178,50.54,30TH ST,MARKET ST,G ST,Fair,20130724,1845,30TH ST,GUNN ST,0,A,3,B,22,A,A,H
3179,100,TOCAYO AV,HOLLISTER ST,ORO VISTA RD,Good,20130719,1822,TOCAYO AV,HOLLISTER,0,A,3,A,10,A,A,H
3180,69,COLLEGE AV,MONTEZUMA RD,LINDO PASEO,Fair,20130720,1110,COLLEGE AV,MONTEZUMA DR,0,A,4,A,12,A,A,H
3181,40.77,ROSELAWN AV,EUCLID AV,LANDIS ST,Fair,20130724,1200,ROSELAWN AV,EUCLID AV,0,A,4,A,21,A,A,H
3182,76.85,SATURN BL,CANTAMAR RD,ELM AV,Good,20130723,1234,SATURN BL,PALM AV,0,A,4,A,03,A,A,H
3183,85.42,ADAMS AV,MISSISSIPPI ST,LOUISIANA ST,Good,20130724,0237,ADAMS AV,LOUISIANA ST,0,A,4,A,03,C,-,H
3184,87.67,HERITAGE RD,CAM MAQUILADORA,GATEWAY PARK DR,Good,20130726,1830,HERITAGE RD,GATEWAY PARK DR,0,B,4,A,09,A,A,H
3185,73.04,60TH ST,RADIO DR,WEAVER ST,Good,20130723,1707,60TH ST,RADIO DR,0,A,4,A,08,A,A,H
3186,79.96,FRIARS RD,GAINES ST,VIA LAS CUMBRES,Good,20130725,0752,FRIARS RD,VIA LAS CUMBRES,0,B,4,A,08,A,A,H
3187,29.38,ALVARADO CANYON RD,FAIRMOUNT AV,ALVARADO CANYON RD RA,Poor,20130716,1809,ALVARADO CANYON RD,FAIRMONT AV,0,A,3,A,10,A,A,H
3188,69,S 30TH ST,VALLE AV,MARTIN AV,Fair,20130710,0714,30TH ST,MARTIN AV,0,A,4,A,09,A,A,H
3189,40.95,S 28TH ST,28TH ST,VALLEY PL,Fair,20130722,2143,28TH ST,28TH ST 100,0,A,2,C,18,C,D,H
3190,39,GARNET AV,PICO ST,BOND ST,Poor,20130721,1809,GARNET AV,PICO ST,0,B,3,A,03,A,A,H
3191,54.66,KEARNY VILLA RD,LIGHTWAVE AV,KEARNY VILLA WY,Fair,20130722,1000,KEARNY VILLA RD,KEARNY VILLA WY,0,B,4,A,04,A,A,H
3192,66.41,GENESEE AV,BANNOCK AV,MANITOU WY,Fair,20130724,1800,GENESEE AV,BANNOCK AV,0,B,4,A,04,A,A,H
3193,26.15,05TH AV,ASH ST,BEECH ST,Poor,20130722,1836,05TH AV,BEECH ST,0,A,4,A,12,A,A,H
3194,38.65,W WASHINGTON ST,SAN DIEGO AV,HANCOCK ST,Poor,20130724,1715,WASHINGTON ST,SAN DIEGO  AV,0,A,4,A,08,A,A,H
3195,24.24,INGRAHAM ST,CHALCEDONY ST,LAW ST,Poor,20130722,1753,INGRAHAM ST,CHALCEDONY ST,0,A,4,A,09,A,A,H
3196,85.78,LUSK BL,WATERIDGE CR,VISTA SORRENTO PY,Good,20130723,1641,LUSK BL,WATERIDGE CIR,0,A,4,A,09,A,A,H
3197,83.68,HARBOR DR,01ST AV,05TH AV,Good,20130703,1130,HARBOR BL,05TH AV,0,A,4,A,08,A,A,H
3198,77.44,01ST AV,W B ST,A ST,Good,20130729,0820,01ST AV,A ST,0,A,4,A,10,A,A,H
3199,57.57,CHATSWORTH BL,NARRAGANSETT AV,MACAULAY ST,Fair,20130717,0808,CHATSWORTH BL,NARRAGANSETT AV,0,A,2,A,10,A,A,H
3200,57.84,GOLDFINCH ST,SUTTER ST,GOLDFINCH PL,Fair,20130730,0830,GOLD FINCH ST,SUTTER ST,0,A,4,A,- ,A,A,H
3201,41.79,UNIVERSITY AV,CHOLLAS PY,58TH ST,Fair,20130729,2100,UNIVERSITY AV,58TH ST,0,A,3,A,03,C,A,H
3202,82.22,CHATSWORTH BL,POINSETTIA DR,VOLTAIRE ST,Good,20130729,2037,CHATSWORTH BL,VOLTAIRE ST,0,A,3,A,09,C,A,H
3203,57,W UNIVERSITY AV,ALBATROSS ST,BRANT ST,Fair,20130731,1313,W UNIVERSITY AV,BRANT ST,0,A,3,A,21,A,A,H
3204,24.73,33RD ST,MEADE AV,MONROE AV,Poor,20130730,1336,33RD ST,MEADE AV,0,A,4,A,21,A,A,H
3205,26.95,IMPERIAL AV,28TH ST,29TH ST,Poor,20130727,1840,IMPERIAL AV,29TH ST,0,A,4,A,08,A,A,H
3206,72.41,MYRTLE AV,40TH ST,CENTRAL AV,Good,20130726,1714,MYRTLE AV,CENTRAL AV,0,A,4,A,09,A,A,H
3207,36.21,DEL MAR AV,CANON ST,LIGGETT DR,Poor,20130801,1535,DEL MAR AV,CANON ST,0,A,3,A,03,A,A,A
3208,60.05,SABRE SPRINGS PY,POWAY RD,EVENING CREEK S DR,Fair,20130628,1039,SABRE SPRINGS PKWY,EVENING CREEK DR,0,A,4,A,12,A,A,H
3209,50.26,W LAUREL ST,INDIA ST,KETTNER BL,Fair,20130607,2500,WEST LAUREL ST,KETTNER BL,0,A,4,A,12,A,A,H
3210,51,MISSION GORGE RD,MISSION GORGE PL,TWAIN AV,Fair,20130802,0900,MISSION GORGE RD,MISSION GORGE PL,0,A,4,A,03,A,A,H
