,oci,street,street_from,street_to,oci_desc,COLLISION_DATE,COLLISION_TIME,PRIMARY_RD,SECONDARY_RD,CHP_BEAT_TYPE,WEATHER_1,COLLISION_SEVERITY,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,LIGHTING,ROAD_SURFACE,ROAD_COND_1
3211,41.94,COLLEGE AV,CAM RICO,NAVAJO RD,Fair,20130802,0635,COLLEGE AV,CAMINO RICO,0,A,3,A,12,A,A,H
3212,38.05,HOTEL CIRCLE NORTH,CAM DE LA REINA,FASHION VALLEY RD,Poor,20130806,0800,HOTEL CIRCLE NORTH,FASHION VALLEY RD,0,B,4,A,08,A,A,H
3213,55.85,FAY AV,KLINE ST,SILVERADO ST,Fair,20130805,1711,FAY AV,KLINE ST,0,A,3,A,- ,A,A,H
3214,83.07,W MISSION BAY DR RA,SEA WORLD DR,WEST MISSION BAY DR,Good,20130803,1412,W MISSION BAY,SEA WORLD DR,0,A,3,A,03,A,A,H
3215,57.9,ROSECRANS ST,LANING RD,STERNE ST,Fair,20130803,2354,ROSECRANS ST,LANING RD,0,A,3,A,03,C,A,H
3216,56.18,MURPHY CANYON RD,AERO DR,OLD MURPHY CANYON RD,Fair,20130804,1828,MURPHY CANYON RD,AERO DR,0,A,4,A,09,A,A,H
3217,65.41,VIA DE LA AMISTAD,ROLL DR,PASEO DE LAS AMERICA,Fair,20130805,1504,VIA DE LA AMISTAD,ROLL DR,0,-,2,A,10,-,-,-
3218,33.99,ROSECRANS ST,HUGO ST,INGELOW ST,Poor,20130803,1818,ROSECRANS ST,HUGO ST,0,A,3,A,10,A,A,H
3219,39,SKYLINE DR,S 65TH ST,S 66TH ST,Poor,20130803,1535,SKYLINE DR,65TH AV,0,A,3,A,05,A,A,H
3220,100,WESTVIEW PY,COMPASS POINT S DR,COMPASS POINT N DR,Good,20130803,1932,WESTVIEW PKWY,COMPASS POINT DR,0,A,3,A,03,A,A,H
3221,87.43,POMERADO RD,RANCHO BERNARDO RD,POMERADO CT,Good,20130802,1630,POMERADO RD,RANCHO BERNARDO RD,0,A,3,A,09,A,A,H
3222,39,EASTGATE ML,EASTER WY,TOWNE CENTRE DR,Poor,20130802,2316,EASTGATE MALL,EASTER WY,0,A,4,A,09,C,A,H
3223,60,DONAX AV,THERMAL AV,18TH ST,Fair,20130802,1330,DONAX AV,18TH ST,0,A,4,A,08,A,A,H
3224,79.96,FRIARS RD,GAINES ST,VIA LAS CUMBRES,Good,20130802,1205,FRIARS RD,VIA LAS CUMBRES,0,A,4,A,08,A,A,H
3225,48.4,MIDWAY DR,GAINES ST,RILEY ST,Fair,20130802,1920,MIDWAY DR,RILEY ST,0,B,3,A,09,A,A,H
3226,51,BEYER BL,CORONADO (SB) AV,DEL SOL BL,Fair,20130801,0910,BEYER BL,CORONADO AV,0,A,4,-,- ,A,A,H
3227,69,CORONADO (SB) AV,27TH (SB) ST,DEARBORN DR,Fair,20130801,1745,CORONADO,27TH ST,0,A,4,A,04,A,A,H
3228,82.68,HOME AV,FEDERAL BL,ASH ST,Good,20130802,2359,HOME AV,FEDERAL BL,0,A,3,A,17,C,A,H
3229,61.7,EWING ST,MONTEZUMA RD,TIPTON ST,Fair,20130805,1303,EWING ST,MONTEZUMA RD,0,A,4,A,05,A,A,H
3230,100,DAIRY MART RD,POCITOS WY,TEQUILA WY,Good,20130727,1124,DAIRY MAI-RD,TEQUILA WY,0,B,4,A,08,A,A,H
3231,79.13,VIA DEL BARDO,LAS BUJIAS CT,ALAQUINAS DR,Good,20130726,1250,VIA DEL BARDO,ALAQUINAS DR,0,B,4,A,08,A,A,H
3232,60.08,IMPERIAL AV,S WILLIE JAMES JONES AV,50TH ST,Fair,20130726,2357,IMPERIAL AV,WILLIE JAMES JONES,0,A,4,A,09,C,A,H
3233,100,BAYSIDE LN,DEAL CT,SAN GABRIEL PL,Good,20130728,1935,BAYSIDE WALK,SAN GABRIEL,0,A,4,B,22,B,A,H
3234,87.42,SATURN BL,DONAX AV,CANTAMAR RD,Good,20130730,2023,SATURN BL,DONAX AV,0,A,4,A,11,C,A,H
3235,33.9,ROLANDO BL,SHANNON AV,EL CAJON BL,Poor,20130727,2047,ROLANDO BL,EL CAJON BL,0,A,4,A,09,C,A,H
3236,69,BALBOA AV,GENESEE AV,MT ABERNATHY AV,Fair,20130730,2110,BALBOA AV,MT ABERNATHY,0,A,4,A,04,C,A,H
3237,34.11,KLINE ST,BISHOPS LN,FAY AV,Poor,20130731,1857,KLINE ST,FAY AV,0,A,3,A,10,A,A,H
3238,84.79,54TH ST,LEA ST,UNIVERSITY AV,Good,20130716,2309,54TH ST,UNIVERSITY AV,0,A,2,A,12,C,A,H
3239,46.68,10TH AV,BROADWAY,C ST,Fair,20130811,1455,10TH AV,C ST,0,A,4,A,08,A,A,H
3240,40.53,EL CAJON BL,45TH ST,CHAMOUNE AV,Fair,20130717,0946,EL CAJON BL,CHAMOUNE AV,0,A,4,A,04,A,A,H
3241,60.3,UNIVERSITY AV,ARNOLD AV,HAMILTON ST,Fair,20130728,1321,UNIVERSITY AV,ARNOLD AV,0,A,4,A,08,A,A,H
3242,57.54,05TH AV,EVANS PL,ROBINSON AV,Fair,20130628,1005,05TH AV,ROBINSON AV,0,A,4,A,10,A,A,H
3243,48.07,BINDAY WY,SUBOL CT,AGNO CT,Fair,20130804,1240,BINDAY WY,AGNO CT,0,A,3,A,08,A,A,H
3244,38.15,LAUREL ST,56TH ST,56TH ST,Poor,20130807,2155,LAUREL ST,05TH ST,0,A,4,A,10,C,-,H
3245,56.25,FAIRMOUNT AV,CAM DEL RIO SOUTH,MONTEZUMA WB OFF RA,Fair,20130722,0855,FAIRMOUNT AV,MONTEZUMA ,0,A,3,A,08,A,A,H
3246,41.79,UNIVERSITY AV,CHOLLAS PY,58TH ST,Fair,20130808,0209,UNIVERSITY AV,CHOLLAS PKWY,0,A,4,A,03,C,A,H
3247,46.48,ROSECRANS ST,JARVIS ST,KEATS ST,Fair,20130807,1620,ROSECRANS ST,KEATS ST,0,A,3,A,09,A,A,H
3248,55.6,CHATSWORTH BL,MACAULAY ST,LA CRESTA DR,Fair,20130802,1808,CHATSWORTH BL,LA CRESTA DR,0,A,3,A,09,A,A,H
3249,83.18,W GRAPE ST,COLUMBIA ST,INDIA ST,Good,20130803,1305,WEST GRAPE ST,INDIA ST,0,A,4,A,08,A,A,H
3250,28.41,CONVOY ST,OTHELLO AV,ARMOUR ST,Poor,20130807,2047,CONVOY,OTHELLO,0,A,4,A,04,C,A,H
3251,76.53,SUNSET CLIFFS BL,SARATOGA AV,CAPE MAY AV,Good,20130816,0842,SUNSET CLIFFS BL,CAPE MAY AV,0,A,3,A,06,A,A,H
3252,54.3,01ST AV,BROADWAY,C ST,Fair,20130816,1500,01ST AV,C ST,0,A,4,A,08,A,A,H
3253,61.09,HARBOR DR,SAMPSON ST,SCHLEY ST,Fair,20130818,2150,HARBOR DR,SAMPSON ST,0,A,3,A,08,C,A,H
3254,55.32,SAN AQUARIO DR,LORING ST,ROMNEY RD,Fair,20130817,1433,SAN AQUARIO DR,LORING ST,0,A,4,A,08,A,A,H
3255,62.42,GOLFCREST DR,GOLFCREST PL,NAVAJO RD,Fair,20130818,1602,GOLFCREST DR,GOLFCREST DR 7333,0,A,3,A,08,A,A,H
3256,51,NORTHSIDE DR,BEGIN,FRIARS RD,Fair,20130817,1509,NORTHSIDE DR,FRIARS RD,0,A,4,A,08,A,A,H
3257,51,PACIFIC BEACH DR,MISSION BL,BAYARD ST,Fair,20130816,1730,PACIFIC BEACH DR,BAYARD,0,A,3,A,06,A,A,H
3258,55.97,LA JOLLA BL,CARLA WY,COLIMA ST,Fair,20130809,1343,LA JOLLA BL,COLIMA ST,0,A,3,A,03,A,A,H
3259,50.91,CROWN POINT DR,MOORLAND DR,SHASTA ST,Fair,20130818,0315,CROWN POINT DR,MOORLAND DR,0,A,4,A,08,C,A,H
3260,32.37,GRAND AV,LEE AV,BOND ST,Poor,20130811,1910,GRAND AV,LAMONT ST,0,A,3,A,09,A,A,H
3261,51,WIGHTMAN ST,46TH ST,MENLO AV,Fair,20130816,1043,WIGHTMAN ST,46TH ST,0,A,4,A,12,A,A,H
3262,53.31,GRAND AV,CASS ST,DAWES ST,Fair,20130811,1610,GRAND AV,DAWES ST,0,A,4,A,09,A,A,H
3263,64.99,EL CAJON BL,IDAHO ST,UTAH ST,Fair,20130817,2048,EL CAJON BL,UTAH ST,0,-,3,A,11,C,A,H
3264,39.73,MISSION BL,GARNET AV,FELSPAR ST,Poor,20130808,1930,MISSION BL,GARNET AV,0,A,2,A,12,A,A,H
3265,100,TOWNE CENTRE DR,RENAISSANCE AV,EXCALIBUR WY,Good,20130809,2052,TOWNE CENTRE DR,RENAISSANCE AV,0,A,3,A,09,C,A,H
3266,56.6,37TH ST,LANDIS ST,WIGHTMAN ST,Fair,20130817,1629,37TH ST,WIGHTMAN ST,0,A,3,A,17,A,A,H
3267,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130814,1535,MIRAMAR RD,CAMINO RUIZ,0,A,4,A,04,A,A,H
3268,56.7,UNIVERSITY AV,48TH ST,ESTRELLA AV,Fair,20130814,2021,UNIVERSITY AV,ESTRELLA AV,0,A,3,A,11,C,A,H
3269,65.21,EVERTS ST,LORING ST,OPAL ST,Fair,20130819,0848,EVERTS ST,OPAL ST,0,A,4,A,17,A,A,H
3270,38.52,ARCHER ST,EVERTS ST,CARDENO DR,Poor,20130813,1603,ARCHER ST,CARDENO DR,0,A,3,A,08,A,A,H
3271,60,NIMITZ BL,LOCUST ST,EVERGREEN ST,Fair,20130817,1232,NIMITZ BL,EVERGREEN ST,0,A,3,A,03,A,A,B
3272,41.51,UNIVERSITY AV,06TH AV,07TH AV,Fair,20130816,1726,UNIVERSITY AV,07TH AV,0,-,4,A,03,-,-,H
3273,20.09,33RD ST,MONROE AV,MADISON AV,Poor,20130815,1912,33RD ST,MADISON AV,0,A,2,A,11,A,A,H
3274,86.5,MIRAMAR WY,KEARNY VILLA RD RA,KEARNY VILLA RD,Good,20130816,0645,MIRAMAR WY,KEARNY VILLA RD,0,A,3,A,04,A,A,H
3275,19.29,LINCOLN AV,32ND ST,BANCROFT ST,Poor,20130819,1730,LINCOLN AV,32ND ST,0,A,4,D,00,A,A,H
3276,43.86,FAIRMOUNT AV OFF RA,FAIRMOUNT AV,END,Fair,20130819,1230,FAIRMONT AV,FAIRMONT AV 3500,0,A,4,A,11,A,A,H
3277,51,E ST,08TH AV,09TH AV,Fair,20130816,2225,E ST,08TH AV,0,A,4,A,03,C,A,H
3278,100,ANTIGUA BL,TORTUGA CT,SANTO RD,Good,20130819,0348,ANTIGUA BL,SANTO RD,0,B,3,A,02,C,A,H
3279,60.48,KEARNY MESA RD,OTHELLO AV,ARMOUR ST,Fair,20130819,1727,KEARNY MESA RD,ARMOUR ST,0,B,3,A,09,A,A,H
3280,45.78,04TH AV,BROOKES AV,PENNSYLVANIA AV,Fair,20130820,1245,04TH AV,PENNSYLVANIA AV,0,A,4,A,12,A,A,H
3281,78.06,26TH ST,A ST,26TH ST RD,Good,20130818,2013,26TH ST,A ST,0,A,4,A,10,C,A,H
3282,14.78,W LAUREL ST,UNION ST,STATE ST,Poor,20130819,0857,WEST LAUREL ST,STATE ST,0,B,3,A,08,A,A,-
3283,85.54,BRIARWOOD RD,GOODE ST,ALTA VIEW DR,Good,20130809,2101,BRIARWOOD RD,ALTA VIEW DR,0,A,4,D,00,C,A,H
3284,21.28,65TH ST,IMPERIAL AV,AKINS AV,Poor,20130803,1110,65TH ST,AKINS AV,0,A,4,A,09,A,A,-
3285,69,S WOODMAN ST,JAMIE AV,ALSACIA ST,Fair,20130807,1945,SOUTH WOODMAN ST,ALSACIA ST,0,A,3,A,08,B,A,H
3286,100,FEDERAL BL,PENTECOST WY,BAYVIEW HEIGHTS DR,Good,20130810,0735,FEDERAL BL,PENTECOST WY,0,B,3,A,03,A,A,H
3287,51.45,MARJORIE DR,MINERVA DR,MARMIL PL,Fair,20130810,1130,MARJORIE DR,MINERVA DR,0,A,4,A,08,A,A,H
3288,80.15,MT ALIFAN DR,MT ABRAHAM AV,BALBOA AV,Good,20130810,1232,MT ALIFAN,BALBOA AV,0,A,3,A,09,A,A,H
3289,64.46,COLLWOOD BL,COLLWOOD WY,MONTEZUMA RD,Fair,20130809,1629,COLLWOOD BL,COLLWOOD LN,0,A,3,A,04,A,A,H
3290,38.33,CAM DE LA REINA,CAM DE LA SIESTA,CAM DEL ARROYO,Poor,20130805,1715,CAMINO DE LA REINA,CAMINO DE LA REINA 200,0,A,4,A,08,A,A,-
3291,69,MONTEZUMA RD,ROCKFORD DR,EAST FALLS VIEW DR,Fair,20130811,1847,MONTEZUMA RD,E FALLS VIEW DR,0,A,3,A,11,A,A,H
3292,35.69,BOND ST,GRAND AV,HORNBLEND ST,Poor,20130812,0009,BOND,HORNBLEND,0,A,3,A,12,C,A,H
3293,33.53,30TH ST,UNIVERSITY AV,LINCOLN AV,Poor,20130801,2057,30TH ST,LINCOLN AV,0,A,4,A,12,C,A,H
3294,64.53,FAIRMOUNT AV,ALVARADO CANYON RD,CAM DEL RIO NORTH,Fair,20130730,1453,FAIRMOUNT AV,CAMINO DEL RIO N,0,A,4,A,03,A,A,H
3295,60,NIMITZ BL,LOCUST ST,EVERGREEN ST,Fair,20130812,1713,NIMITZ BL,EVERGREEN ST,0,A,3,A,03,A,A,D
3296,87.37,30TH ST,QUINCE ST,REDWOOD ST,Good,20130811,0049,30TH ST,REDWOOD ST,0,A,4,A,08,C,A,H
3297,28.43,MARKET ST,16TH ST,17TH ST,Poor,20130811,1541,MARKET ST,17TH ST,0,A,4,A,09,A,A,H
3298,100,POTOMAC ST,CUMBERLAND ST,CALLE TORTUOSA,Good,20130808,2003,POTOMAC ST,CALLE TORTUOSA,0,A,4,A,11,C,A,H
3299,54.91,WASHINGTON ST,LINCOLN AV,MORROW WY,Fair,20130814,1047,WASHINGTON ST,LINCOLN AV,0,A,4,A,12,A,A,H
3300,31.26,LORING ST,SOLEDAD MTN RD,PENDLETON ST,Poor,20130812,1350,LORING ST,SOLEDAD MOUNTAIN RD,0,A,4,A,03,A,-,H
3301,85.21,SEA WORLD DR,FRIARS RD,EAST MISSION BAY DR,Good,20130812,2010,SEA WORLD DR,FRIARS RD,0,B,4,A,08,C,A,H
3302,63.31,ASHFORD ST,BEAGLE ST,ANTIEM ST,Fair,20130813,2100,ASHFORD ST,BEAGLE ST,0,A,4,A,09,C,A,H
3303,13.44,48TH ST,UNIVERSITY AV,POLK AV,Poor,20130811,1845,48TH ST,UNIVERSITY AV,0,A,4,A,04,A,A,H
3304,60.56,EL CAJON BL,50TH ST,ALTADENA AV,Fair,20130813,1610,EL CAJON BL,56TH ST,0,A,4,A,04,A,A,H
3305,100,MT ETNA DR,MT DAVIS AV,MT EVEREST BL,Good,20130811,2108,MT  ETNA DR,MOUNT DAVIS AV,0,A,4,A,08,C,A,H
3306,51.28,JEWELL ST,DIAMOND ST,MISSOURI ST,Fair,20130814,1130,JEWEL ST,MISSOURI AV,0,A,4,A,09,A,A,H
3307,39.23,MARKET ST,09TH AV,10TH AV,Poor,20130815,1625,MARKET ST,09TH AV,0,A,3,A,03,A,A,H
3308,87.11,POMERADO RD,RIOS RD,RANCHO BERNARDO RD,Good,20130814,1600,POMERADO RD,RIOS RD,0,A,4,A,12,A,A,H
3309,28.44,CARMEL COUNTRY RD,MC GUIRE DR,DEL MAR HEIGHTS RD,Poor,20130807,1203,CARMEL COUNTRY,MCGUIRE,0,A,3,A,12,A,A,H
3310,69,PERSHING DR,26TH ST RD,REDWOOD ST,Fair,20130814,0600,PERSHING DR,26TH ST,0,B,4,A,03,A,A,H
3311,16.38,MARKET ST,20TH ST,21ST ST,Poor,20130812,2350,MARKET ST,21ST ST,0,A,2,A,08,C,A,H
3312,100,ROBINSON AV,VERMONT ST,RICHMOND ST,Good,20130809,2145,ROBINSON AV,RICHMOND ST,0,A,3,A,08,C,A,H
3313,45.9,QUALCOMM WY,CAM DEL RIO NORTH,CAM DE LA REINA,Fair,20130809,1137,QUALCOMM WY,CAMINO DE LA REINA,0,A,4,A,04,A,A,H
3314,63.75,CAM RUIZ,MIRALANI DR,CARROLL CANYON RD,Fair,20130808,1742,CAMINO RUIZ,MIRALANI,0,A,4,A,03,A,A,H
3315,81.56,WEST BERNARDO DR,POBLADO RD,CAMTO SIEGA,Good,20130810,1100,WEST BERNARDO DR,POBLADO RD,0,A,4,A,03,A,A,H
3316,32.65,PROSPECT PL,PARK RW,COAST BL,Poor,20130805,1204,'PROSPECT PL,PARK ROW,0,A,4,A,04,A,A,H
3317,24.3,IMPERIAL AV,24TH ST,25TH ST,Poor,20130811,0004,N ALLEY IMPERIAL AV,25TH ST,0,A,3,A,09,C,A,H
3318,73.44,W MARKET ST,COLUMBIA ST,MARKET PL,Good,20130807,1248,MARKET ST,4500 MARKET ST,0,A,3,A,21,A,A,H
3319,29.68,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,Poor,20130726,1059,CLAIREMONT MESA BL,SHAWLINE BL,0,A,3,A,09,A,A,H
3320,60,NIMITZ BL,LOCUST ST,EVERGREEN ST,Fair,20130826,0012,NIMITZ BL,EVERGREEN ST,0,B,3,A,03,C,A,-
3321,51,LAKE MURRAY BL,JACKSON DR,LAKE ADLON DR,Fair,20130808,1817,LAKE MURRAY BL,LAKE ATLIN AV,0,A,4,B,22,A,A,G
3322,51,FAIRMOUNT AV,MISSION GORGE RD,SAN DIEGO MISSION RD,Fair,20130819,0930,FAIRMOUNT AV,MISSION GORGE RD,0,B,4,A,03,A,A,H
3323,69,LONGSHORE WY,FAIRWIND CT,SHOREPOINTE WY,Fair,20130819,1705,LONGSHORE WY,FAIRWIND CT,0,A,3,A,08,A,A,H
3324,46.41,BALBOA AV,GRAND AV,MORRELL ST,Fair,20130823,1400,BALBOA,MORRELL ST,0,A,4,A,17,A,A,H
3325,18.33,MORENA BL RA,GARNET AV,MORENA BL,Poor,20130825,1205,MORENA BL,GARNET AV,0,A,4,A,03,A,A,G
3326,58.5,GARNET AV,MORENA BL RA,BALBOA AV,Fair,20130816,2005,GARNET AV,MORENA BL,0,A,4,A,03,C,A,H
3327,34.27,BAYARD ST,BERYL ST,WILBUR AV,Poor,20130824,0200,BAYARD ST,BERYL ST,0,A,3,A,03,C,A,H
3328,51,GARNET AV,CASS ST,DAWES ST,Fair,20130823,2330,GARNET AV,DAWES,0,A,3,A,11,C,A,H
3329,23.44,JEWELL ST,LAW ST,BERYL ST,Poor,20130817,1925,JEWELL ST,BERYL ST,0,A,3,A,09,D,A,H
3330,69,FLINTRIDGE DR,GABLES ST,ALBEMARLE ST,Fair,20130819,2335,FLINTRIDGE DR,ALBEMARLE ST,0,A,4,A,12,C,A,H
3331,39,EBERS ST,MUIR AV,VOLTAIRE ST,Poor,20130820,1807,EBERS ST,MUIR ST,0,A,4,A,09,A,A,-
3332,34.68,05TH AV,G ST,F ST,Poor,20130824,0034,05TH AV,G ST,0,A,3,A,17,C,A,H
3333,34.68,05TH AV,G ST,F ST,Poor,20130824,2141,05TH AV,G ST,0,A,3,A,10,C,A,H
3334,74.94,SUNSET CLIFFS BL,VOLTAIRE ST,LOTUS ST,Good,20130826,2007,SUNSET CLIFFS BL,LOTUS ST,0,B,4,A,03,C,A,H
3335,75.68,05TH AV,WASHINGTON ST,04TH AV,Good,20130819,1000,05TH AV,1400 5TH AV,0,A,3,A,12,A,A,H
3336,51,MIRA MESA BL,PENRIDGE ST,CAMTO ALVAREZ,Fair,20130825,1420,MIRA MESA,ALVAREZ,0,A,4,A,04,A,A,H
3337,29.07,UNIVERSITY AV,BONILLO DR,ROLANDO BL,Poor,20130826,1517,UNIVERSITY AV,ROLANDO AV,0,A,3,A,12,A,A,H
3338,32.25,MIDWAY DR,DUKE ST,SPORTS ARENA BL,Poor,20130825,1725,MIDWAY DR,SPORTS ARENA BL,0,A,3,A,05,A,A,H
3339,46.14,BLACK MTN RD,MAYA LINDA RD,CARROLL CANYON RD,Fair,20130708,1503,BLACK MOUNTAIN RD,CARROLL CANYON RD,0,A,4,A,04,A,A,H
3340,42.48,NORTH HARBOR DR,N HARBOR DR RA,SCOTT ST,Fair,20130812,2039,NORTH HARBOR DR,N HARBOR DR 2700,0,-,4,A,03,C,A,H
3341,35.07,NORTH HARBOR DR,W ASH ST,W GRAPE ST,Poor,20130819,2015,NORTH HARBOR DR,WINSHIP ST,0,A,4,A,03,C,A,H
3342,100,ALVARADO RD,ALVARADO CT,RESERVOIR DR,Good,20130821,1017,ALVARADO RD,RESERVOIR DR,0,A,4,A,03,A,A,H
3343,51.04,E SAN YSIDRO BL,WILLOW RD,CENTER ST,Fair,20130818,1428,EAST SAN YSIDRO BL,CENTER ST,0,A,4,A,- ,A,A,H
3344,65,AREY DR,DARWIN PL,PICCARD AV,Fair,20130820,2029,AREY DR,PICCARD AV,0,A,4,A,10,C,A,H
3345,83.29,BERNARDO CENTER DR,BERNARDO PLAZA CT,RANCHO BERNARDO RD,Good,20130821,2020,BERNARDO CENTER DR,BERNARDO PLAZA CT,0,A,3,A,09,C,A,H
3346,78.22,C ST,16TH ST,17TH ST,Good,20130820,1913,C ST,17TH ST,0,A,3,A,12,B,A,H
3347,85.63,CUMBERLAND ST,CALLE SERENA,CALLE AGUADULCE,Good,20130818,1149,CUMBERLAND ST,CALLE SERENA,0,A,3,A,08,A,A,H
3348,100,ROBINSON AV,VERMONT ST,RICHMOND ST,Good,20130822,2215,ROBINSON AV,RICHMOND,0,A,4,A,08,C,A,H
3349,87.54,LINDA VISTA RD,FULTON ST,LEVANT ST,Good,20130822,2225,LINDA VISTA RD,FULTON ST,0,A,3,A,11,C,A,H
3350,87.43,POMERADO RD,RANCHO BERNARDO RD,POMERADO CT,Good,20130820,1600,POMERADO RD,RANCHO BERNARDO RD,0,A,4,A,08,A,A,H
3351,37.56,WEST POINT LOMA BL,GREENE ST,SUNSET CLIFFS BL,Poor,20130814,1620,WEST POINT LOMA BL,SUNSET CLIFFS BL,0,B,3,C,18,A,D,B
3352,17.99,32ND ST,ISLAND AV,MARKET ST,Poor,20130819,1550,32ND ST,MARKET ST,0,A,4,A,03,A,A,H
3353,87.6,IMPERIAL AV,EUCLID AV,SAN JACINTO DR,Good,20130901,2149,IMPERIAL AV,EUCLID AV,0,A,3,A,11,C,A,H
3354,75.1,C ST,19TH ST,20TH ST,Good,20130903,1614,C ST,19TH ST,0,A,4,A,09,A,A,H
3355,52.31,VIEWRIDGE AV,RIDGEHAVEN CT,BALBOA AV,Fair,20130904,1723,VIEWRIDGE AV,VIEWRIDGE CT,0,A,3,A,09,A,A,H
3356,84.52,BRIARWOOD RD,ALSACIA ST,GOODE ST,Good,20130904,1310,BRIARWOOD RD,GOODE ST,0,A,4,A,03,A,A,H
3357,54.34,MIRAMAR RD,CABOT DR,CAM RUIZ,Fair,20130903,1720,MIRAMAR RD,CABOT DR,0,A,4,A,08,A,A,H
3358,100,CALLE CRISTOBAL,CAMTO LA BAR,WINDY RIDGE WY,Good,20130904,0723,CALLE CRISTOBAL,WINDY RIDGE,0,A,4,A,03,A,A,H
3359,52.64,NIMITZ BL,SHAFTER ST,SCOTT ST,Fair,20130903,0457,NIMITZ BL,SCOTT ST,0,A,4,A,08,C,A,H
3360,57.92,ROSECRANS ST,QUIMBY ST,LANING RD,Fair,20130905,1523,ROSECRANS ST,QUIMBY ST,0,A,4,A,09,A,A,H
3361,53.32,RUFFIN RD,AERO DR,CALLE FORTUNADA,Fair,20130906,1355,RUFFIN RD,AERO DR,0,A,4,A,09,A,A,H
3362,100,CANON ST,TALBOT ST,SOUTHERNWOOD WY,Good,20130905,1610,CANON ST,TALBOT ST,0,A,3,A,09,A,A,H
3363,86.92,S EUCLID AV,S EUCLID (W FTG) AV,SOLOLA AV,Good,20130905,1830,SOUTH EUCLID AV,SOLOLA  AV,0,A,3,A,12,B,A,H
3364,45.88,WEST POINT LOMA BL,TEMECULA ST,MENTONE ST,Fair,20130905,1400,WEST POINT LOMA BL,MENTONE,0,A,4,A,09,A,A,H
3365,53.75,BARONESS AV,JADE COAST RD,TISHA ST,Fair,20130901,0520,BARONESS AV,JADE COAST RD,0,A,3,A,08,B,A,H
3366,59.07,EL CAJON BL,OREGON ST,IDAHO ST,Fair,20130906,1055,EL CAJON BL,IDAHO ST,0,A,4,A,08,A,A,H
3367,20.47,INGRAHAM ST,HORNBLEND ST,GARNET AV,Poor,20130907,1335,INGRAHAM,GARNET AV,0,A,4,D,00,A,A,H
3368,60.48,KEARNY MESA RD,OTHELLO AV,ARMOUR ST,Fair,20130907,0946,KEARNY MESA RD,ARMOUR ST,0,A,3,A,- ,A,A,H
3369,69,BALBOA AV,MT RIAS PL,CANNINGTON DR,Fair,20130907,1447,BALBOA AV,CANNINGTON ST,0,A,3,A,12,A,A,H
3370,39,ORANGE AV,50TH ST,ALTADENA AV,Poor,20130904,0709,ORANGE AV,ALTADENA,0,A,3,A,08,A,A,H
3371,51.44,DEL MAR HEIGHTS RD,LANSDALE DR,CARMEL CANYON RD,Fair,20130903,1850,DEL MAR HEIGHTS,LANSDALE DR,0,A,4,A,03,B,A,H
3372,55.97,PACIFIC HY,W PALM ST,SASSAFRAS ST,Fair,20130905,0855,PACIFIC HY,WEST PALM,0,A,4,A,12,A,A,H
3373,51,MIRA MESA BL,FLANDERS DR,VIPER WY,Fair,20130905,0854,MIRA MESA BL,FLANDERS DR,0,A,4,A,- ,A,A,H
3374,87.96,AMHERST ST,68TH ST,69TH ST,Good,20130906,0810,AMHERST ST,68TH ST,0,A,4,A,09,A,A,H
3375,59.95,WARING RD,ELDRIDGE ST,GALEWOOD ST,Fair,20130907,1128,WARING RD,ELDRIDGE ST,0,A,4,A,08,A,A,H
3376,81.06,WIGHTMAN ST,38TH ST,39TH ST,Good,20130829,1620,WIGHTMAN ST,39TH ST,0,B,4,A,17,A,A,H
3377,85.91,BEADNELL WY,MT ABERNATHY AV,CANNINGTON DR,Good,20130829,1543,BEADNELL WY,MOUNT ABERNATHY AV,0,A,2,A,09,A,A,H
3378,100,CARMEL VALLEY RD,PORTOFINO DR,POINTE DEL MAR WY,Good,20130830,1830,CARMEL VALLEY RD,TORRES DEL MAR DR,0,A,4,C,18,A,A,H
3379,18.94,MONROE AV,PARK BL,GEORGIA ST,Poor,20130829,2320,MONROE,PARK,0,A,3,A,12,C,A,H
3380,36.75,KESLING ST,LIMERICK AV,ONATE AV,Poor,20130829,1000,KESLING ST,ABERNATHY AV,0,B,4,A,09,A,A,H
3381,47.83,LINDA VISTA RD,VIA LAS CUMBRES,ALCALA KNOLLS DR,Fair,20130827,2335,LINDA VISTA RD,ALCALA KNOLLS DR,0,A,4,A,03,C,A,H
3382,38.06,WINNETT ST,TOOLEY ST,FEDERAL BL,Poor,20130829,1650,WINNETT ST,FEDERAL BL,0,A,3,A,08,A,A,H
3383,56.4,MORENA BL,CUSHMAN AV,MORENA PL,Fair,20130828,1302,MORENA BL,MORENA PL,0,A,4,A,- ,A,A,H
3384,57,OLVERA AV,S SAN JACINTO DR,LOS ANGELES PL,Fair,20130831,1510,OLVERA AV,S SAN JACINTO DR,0,A,3,A,09,A,A,H
3385,39,MYRTLE AV,VILLA TR,PERSHING AV,Poor,20130813,1308,MYRTLE AV,VILLA TER,0,A,3,A,12,A,A,H
3386,18.51,BEECH ST,04TH AV,05TH AV,Poor,20130826,1810,BEACH ST,05TH AV,0,A,3,A,17,A,A,H
